candidate_id,title_ko,primary_status,pg_high_count,pg_manual_count,best_pg_confidence,representative_photo_id,representative_photo_url,representative_title,selection_score,classification,reason
busan-K-00218,아홉산숲,usable,9,7,high,2669621,http://tong.visitkorea.or.kr/cms2/website/21/2669621.jpg,아홉산숲,20,supplement_candidate,primary=usable; PG high match adds value
busan-K-00220,렛츠런파크 부산경남,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00221,부산 영화의 전당,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00222,삼진어묵 체험·역사과학관,usable,0,1,manual_review,,,,0,review_required,primary=usable; PG manual match needs verification
busan-K-00223,키자니아 부산,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00224,아난티 앳 부산 코브,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00225,부산 송도해상케이블카,usable,46,0,high,2527236,http://tong.visitkorea.or.kr/cms2/website/36/2527236.jpg,부산 송도해상케이블카,20,supplement_candidate,primary=usable; PG high match adds value
busan-K-00226,지엔비호텔(GNB호텔),usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00227,오막집,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00228,더파크 게스트하우스(The Park Guesthouse),usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00229,신세계사이먼 부산 프리미엄 아울렛,usable,0,6,manual_review,,,,0,review_required,primary=usable; PG manual match needs verification
busan-K-00230,한국기독교선교박물관,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00232,깡깡이 예술마을,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00233,범어사 성보박물관,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00234,낙동강문화관,usable,10,0,high,1932568,http://tong.visitkorea.or.kr/cms2/website/68/1932568.jpg,낙동강문화관,20,supplement_candidate,primary=usable; PG high match adds value
busan-K-00235,정관박물관,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00236,송도 구름산책로,usable,13,0,high,2554377,http://tong.visitkorea.or.kr/cms2/website/77/2554377.jpg,송도구름산책로,20,supplement_candidate,primary=usable; PG high match adds value
busan-K-00237,부산국제공연예술제,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00238,헬로메이커,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00239,[백년가게]옥미아구찜,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00240,La Casa del Sol (라까사델솔 게스트하우스),usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00241,AJ하우스(AJ House),usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00242,방가방가게스트하우스(풍경집),usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00243,모닝듀 게스트 하우스(모닝듀),usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00244,윙민박,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00245,비치모텔,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00246,더 비에스 호텔,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00247,외양포 포진지,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00249,영도 흰여울해안터널,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00251,일송면옥,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00252,죽도횟집,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00253,77돌곱창,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00255,그림하우스,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00256,팝콘 호스텔 해운대점,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00257,낙동강하구 (부산 국가지질공원),usable,0,3,manual_review,,,,0,review_required,primary=usable; PG manual match needs verification
busan-K-00258,두도,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00259,송도반도 (부산 국가지질공원),usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00260,장산 (부산 국가지질공원),usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00261,금정산성 창녕집,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00262,풍년오리박사,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00263,마린시티,usable,2,0,high,2927304,https://tong.visitkorea.or.kr/cms/resource_photo/04/2927304_image2_1.jpg,마린시티,20,supplement_candidate,primary=usable; PG high match adds value
busan-K-00264,싱글싱글,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00265,캔버스,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00266,The Park Guest House,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00267,그랜드애플,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00268,카페 385,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00269,북맛골,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00270,금정산성마을 먹거리촌,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00271,산복도로,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00272,친환경 스카이웨이 전망대(이바구길),usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00273,옥탑방,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00275,안데르센 동화마을,usable,6,0,high,2928537,https://tong.visitkorea.or.kr/cms/resource_photo/37/2928537_image2_1.jpg,안데르센 동화마을,20,supplement_candidate,primary=usable; PG high match adds value
busan-K-00276,회동수원지,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00278,회동수원지 둘레길,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00279,해운대센텀호텔,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00280,캔버스 블랙,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00281,수변최고돼지국밥 민락본점,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00283,동래원조산곰장어,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00284,스시몬,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00285,청와정,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00286,승학산,usable,8,0,high,2927721,https://tong.visitkorea.or.kr/cms/resource_photo/21/2927721_image2_1.jpg,승학산,20,supplement_candidate,primary=usable; PG high match adds value
busan-K-00287,땅뫼산,usable,0,6,manual_review,,,,0,review_required,primary=usable; PG manual match needs verification
busan-K-00288,백양산 웰빙숲,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00289,브로시스 호텔,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00290,JSTAY,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00291,더웨이브,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00292,옐로우라이트하우스,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00293,호텔 프렌치코드,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00294,카운트다운 부산,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00295,[해파랑길] 2코스,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00296,해운대리버크루즈,usable,12,0,high,2927129,https://tong.visitkorea.or.kr/cms/resource_photo/29/2927129_image2_1.jpg,해운대리버크루즈,20,supplement_candidate,primary=usable; PG high match adds value
busan-K-00297,해운대 영무파라드호텔,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00298,오이아호텔,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00299,광안리 SUP Zone,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00300,범일 이중섭거리,usable,0,1,manual_review,,,,0,review_required,primary=usable; PG manual match needs verification
busan-K-00301,해안누리길 몰운대길,usable,0,9,manual_review,,,,0,review_required,primary=usable; PG manual match needs verification
busan-K-00302,호텔포레 프리미어 남포,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00303,라비드아틀란호텔2,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00304,신라스테이 서부산,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00305,영주하늘눈전망대,no_image,10,0,high,2802956,http://tong.visitkorea.or.kr/cms2/website/56/2802956.jpg,영주하늘눈전망대,20,replace_candidate,primary=no_image; PG high match available
busan-K-00306,천마산하늘전망대,no_image,0,4,manual_review,,,,0,review_required,primary=no_image; PG manual match needs verification
busan-K-00309,부산항힐링야영장,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00310,가덕도 연대봉,no_image,1,0,high,2925827,https://tong.visitkorea.or.kr/cms/resource_photo/27/2925827_image2_1.jpg,가덕도 연대봉,20,replace_candidate,primary=no_image; PG high match available
busan-K-00311,대저캠핑장,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00312,펠릭스바이STX,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00313,물빛색스튜디오,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00314,황령산 전망대,no_image,7,0,high,2802999,http://tong.visitkorea.or.kr/cms2/website/99/2802999.jpg,황령산 전망대,20,replace_candidate,primary=no_image; PG high match available
busan-K-00315,초원숲속캠핑장,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00316,장안캠프,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00317,화명오토캠핑장,usable,1,0,high,2928802,https://tong.visitkorea.or.kr/cms/resource_photo/02/2928802_image2_1.jpg,화명오토캠핑장,20,supplement_candidate,primary=usable; PG high match adds value
busan-K-00318,시그니엘 부산,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00319,청학수변공원,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00320,제이스글램핑,usable,0,1,manual_review,,,,0,review_required,primary=usable; PG manual match needs verification
busan-K-00321,임랑카라반파크,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00322,명지시장,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00323,충무동 새벽시장,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00325,더무빙 카라반,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00326,지오클럽,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00327,대저할매국수,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00329,브라운피크닉,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00330,어느멋진날,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00331,더펫텔프리미엄스위트,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00333,구포무장애숲길,usable,1,0,high,2928791,https://tong.visitkorea.or.kr/cms/resource_photo/91/2928791_image2_1.jpg,구포무장애숲길,20,supplement_candidate,primary=usable; PG high match adds value
busan-K-00334,포레스트3002,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00336,화명수목원,usable,1,0,high,2928801,https://tong.visitkorea.or.kr/cms/resource_photo/01/2928801_image2_1.jpg,화명수목원,20,supplement_candidate,primary=usable; PG high match adds value
busan-K-00337,삼락수상레포츠타운,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00338,소두방공원,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00339,장안사계곡,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00340,은진사,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00341,전산가든,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00343,해풍가마솥,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00346,해운대기와집대구탕,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00347,놀이마루,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00348,부곡상가시장,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00349,서동미로시장,usable,4,0,high,2928012,https://tong.visitkorea.or.kr/cms/resource_photo/12/2928012_image2_1.jpg,서동미로시장,20,supplement_candidate,primary=usable; PG high match adds value
busan-K-00350,부산자원순환협력센터,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00352,해동성취사,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00354,칠암일번지횟집,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00356,학리항(학리방파제),usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00357,옥정사,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00358,정관신도시시장,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00362,가야포차선지국,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00363,동래밀면,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00365,서울깍두기,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00366,앙로고택,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00367,덕미,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00368,삼익비치수변공원,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00369,그린노마드,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00370,르쎄,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00371,데팡스가든센터,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00372,책방봄봄,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00373,분홍이네,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00374,러브이즈기빙,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00375,책방오월,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00376,곰내연밭,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00377,천연제작소,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00378,서프마린,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00379,낙동강 생태탐방선,usable,0,2,manual_review,,,,0,review_required,primary=usable; PG manual match needs verification
busan-K-00380,꽃피는 4월 밀익는 5월,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00381,대연수목전시원,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00382,러브얼스,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00383,송정서핑학교,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00386,용암할매횟집,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00387,미포항,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00388,다대씨파크,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00389,송도해안볼레길,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00391,관음사(부산),usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00393,클래식캠퍼,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00394,수월경화,usable,3,0,high,2927180,https://tong.visitkorea.or.kr/cms/resource_photo/80/2927180_image2_1.jpg,수월경화,20,supplement_candidate,primary=usable; PG high match adds value
busan-K-00397,다솥맛집,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00399,사천게장집,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00400,감지해변,no_image,15,0,high,2927494,https://tong.visitkorea.or.kr/cms/resource_photo/94/2927494_image2_1.jpg,감지해변,20,replace_candidate,primary=no_image; PG high match available
busan-K-00401,덕포시장,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00402,사상근린공원,usable,6,0,high,2928672,https://tong.visitkorea.or.kr/cms/resource_photo/72/2928672_image2_1.jpg,사상근린공원,20,supplement_candidate,primary=usable; PG high match adds value
busan-K-00403,초량밀면,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00404,송정집,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00405,장씨해녀집,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00406,다온나루,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00407,양산왕돼지국밥,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00408,해목,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00409,해운대 가야밀면,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00410,사비아,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00411,부산새벽시장,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00412,하녹,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00413,반송187,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00414,한국신발관,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00416,연동시장,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00417,장림골목시장,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00418,남산시장,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00419,보람공원,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00420,깃발집 국수전골,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00421,미포정거장,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00422,부산요트투어 3355마린,usable,0,11,manual_review,,,,0,review_required,primary=usable; PG manual match needs verification
busan-K-00423,청학시장,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00424,속씨원한대구탕미포본점,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00425,칠성식당 본점,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00426,대변시장,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00427,하운드호텔 부산역점,usable,0,36,manual_review,,,,0,review_required,primary=usable; PG manual match needs verification
busan-K-00430,대복성,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00431,카페썬번,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00432,송정해녀집,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00434,만서리 이가네 막국수,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00435,베이몬드호텔,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00437,그레이193호텔,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00438,남천녹차팥빙수,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00439,그랜드 조선 부산,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00441,동래온천길(온천천 카페거리),usable,0,2,manual_review,,,,0,review_required,primary=usable; PG manual match needs verification
busan-K-00442,해운대 그린레일웨이 (미포~송정 구간),usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00443,대보름,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00445,창비부산,usable,2,0,high,2952281,http://tong.visitkorea.or.kr/cms2/website/81/2952281.jpg,창비 부산,20,supplement_candidate,primary=usable; PG high match adds value
busan-K-00447,요트탈래,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00448,코랄라니,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00449,풍원장시골밥상집,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00450,피크스퀘어,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00451,헤이든,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00453,구디너프,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00454,록산,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00455,어라우즈로스터리,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00456,이프리오,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00458,그릿비 일광,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00459,갤러리이알디 부산,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00460,신기숲,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00462,오구카페,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00463,노티스,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00466,이엘 16.52 (EL16.52),usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00467,엄용백 돼지국밥,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00469,연어바치,no_image,0,0,no_match,,,,0,unresolved,primary=no_image; no useful PG match
busan-K-00470,주문진 막국수,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00472,더스타뷔페,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00473,툇마루,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00474,고관함박,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00475,비상(VSANT),usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00476,오소리순대,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00477,녹산용가든,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00478,로다로지,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00480,벨렘351,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00482,월남면반,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00483,이지요 더파크,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00484,한그루양과점,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00485,더팜471,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00486,리디앤폴(LIDI&PAUL),usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00488,공극샌드커피,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00489,메르데쿠르,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00490,향유정 속초이모네찜,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00491,오프오,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00492,어보,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00493,진품물회,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00494,일광당,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00495,장군멸치회촌,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00496,제주항통갈치,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00497,팜카페,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00499,가마솥생복집,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00500,이화장횟집,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00501,더바베큐051,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00502,마레레스토랑,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00503,마리솔,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00504,본가딸부자전복죽집,usable,0,1,manual_review,,,,0,review_required,primary=usable; PG manual match needs verification
busan-K-00506,일광 카페 숲,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00507,메이크씨,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00508,메밀447,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00510,황금새우기장본점,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00511,하바나,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00512,튼튼장어 무한리필,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00513,칠암만장,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
busan-K-00514,일광정,usable,0,0,no_match,,,,0,keep_primary,primary=usable; no supplementary action needed
